Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Algeria,DZA,246.303751319472,214.771980100889,172.242508957181,226.895450128271,238.0437103942,249.883585607009,235.598130082129,253.923765521058,281.925786291132,302.752263673622,336.224692876265,341.38891847622,442.677623465283,554.292908961925,818.008228875953,936.790082176098,1037.60715989893,1192.74422683489,1456.41939597215,1782.69931975524,2203.05546106977,2237.08677628627,2210.30203566957,2312.65561948251,2467.34608187899,2582.87901344273,2756.95498118893,2807.50360321103,2417.37618892252,2215.96387318357,2408.82298523208,1731.62136973126,1776.0282780527,1807.29745090643,1507.88666269017,1452.27843429531,1603.9403022019,1619.79774865029,1596.00392574042,1588.34890767221,1765.02714611601,1740.60665427662,1781.82890798394,2103.38129106939,2610.18542243488,3113.09488313746,3478.71000237566,3950.5129931247,4923.63161541179,3883.27090043586,4480.78631766464,5455.67940349747,5592.22011465753,5499.58733105334,5493.05669453687,4177.8895415169,3946.45244712537,4109.69821695727,4142.01855842917,3989.66827645236,3306.85820838104,
East Asia & Pacific (excluding high income),EAP,90.8954106125265,80.05589636894,72.1426129648904,76.1997857810042,85.8334972371572,97.4768597834174,103.674758144879,98.0241112294232,96.6776579093139,105.593709345122,114.107367068624,119.39390163902,132.068584189726,162.302886584596,179.649896177484,198.033255349745,197.74067838337,224.604426485487,214.406527836088,244.505546498755,277.920638777492,292.108786063525,301.522044903584,310.605348782333,331.275964275491,356.808123007082,350.004191668342,339.947557895388,370.49220185914,394.0543058428,415.719150007948,444.137741422131,490.883959892971,531.742994683133,631.610829069306,769.55436221262,873.137079253978,893.260947809059,804.400568048538,875.974838339909,954.901777795091,1007.5820369809,1105.20706688379,1239.38222999697,1426.51721420928,1639.1857073764,1958.51950542194,2457.16025516596,3084.87668271133,3321.87756573802,3997.01047172287,4850.32836616365,5365.23717709164,5870.79135814991,6277.73349339095,6488.66696825982,6575.514120343,7131.63134907767,7924.23430084574,8145.3454372488,8254.67087102428,
Early-demographic dividend,EAR,159.767025032176,156.920471540743,157.878198472609,163.510766639848,182.906190364435,193.371171370443,186.23198597847,190.922362256866,201.852107876012,219.805273490724,226.766391114914,239.515427576975,255.760885380373,318.996347405322,436.096793096371,457.612497288303,488.418167276802,532.985005769406,577.893025716641,686.009008444587,832.771046175919,907.120276644632,841.499142597314,825.626621766272,799.619422267031,802.799973252265,789.929087821616,775.831328016005,795.402768043818,792.390130893943,908.614200422093,939.972967768227,1012.32840182038,1097.24501387059,1130.50536093783,1136.29198188408,1214.96604727423,1274.07237143495,1232.54170161962,1280.02446826654,1367.82773126932,1332.24175173186,1273.34568144903,1393.66918213197,1596.39347582795,1831.75640753582,2059.47823121881,2400.67502909037,2666.19604487302,2534.64403828454,3026.30790933642,3270.24388556934,3371.75928115066,3375.24669912308,3443.01872158389,3229.29901147662,3257.3919152248,3473.4628607271,3452.37858465588,3503.43973285427,3201.65253167346,
East Asia & Pacific,EAS,148.426239047221,148.658154285347,149.665624199563,163.028237443657,182.714772817938,198.62314735788,216.24667755677,228.6821631033,245.950181680405,276.013606294048,317.067105981444,342.624098603873,415.161620681887,534.887220512954,603.416615136197,648.449137959133,700.974676638925,822.459404006061,1022.04443056996,1093.2835528435,1164.54248477454,1264.65001203674,1219.70307308271,1277.20748054819,1347.50248801464,1400.620996324,1801.38067817866,2081.01361065274,2463.5867711997,2526.47921771176,2599.81583121227,2893.63146112831,3120.53329966237,3446.58230902916,3856.35724501935,4327.29572353648,4121.5548142354,3896.21451544547,3449.15126530395,3814.74757772802,4089.23780527948,3769.35195284793,3796.93475695144,4141.9334331297,4610.66156066136,4882.91216345441,5137.18496585466,5699.91662434853,6525.46384947726,6669.3209556016,7717.8111695757,8886.9519087064,9432.5131499249,9463.4869731702,9686.88350466142,9579.47437135492,9845.91417467033,10442.859498698,11297.6018024587,11478.0331318664,11477.7925922681,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346.33728600418,2258.62794739807,2385.81305091379,2302.94908703482,2118.67986182354,2093.00222604028,1811.34384823495,1942.34842807688,1960.0897497075,2036.58152621713,1908.5508163639,1603.4990501328,1787.93436173906,1777.25765305891,2037.87565622389,2569.422995266,3399.62597291373,4307.03858434645,5279.33901967704,6826.28002994146,8430.33429041673,6595.33735667261,7836.43351199425,9626.4385551604,10149.0129750981,10717.6603584304,9927.5582774143,7557.49969532734,7189.2864598437,8026.77331662083,8213.36006618727,8343.55043110518,7668.52434410423,
Europe & Central Asia,ECS,,,,,,,1032.93757079974,1102.24096955825,1142.97380457861,1253.53213400255,1376.05688626256,1540.15233963717,1830.31357967633,2306.37363088311,2586.34169845734,2999.35106545795,3095.58504485348,3484.33558462998,4224.18489014295,5133.03154310323,5774.47758113326,5105.53728436864,4890.76143030291,4717.77956527081,4507.88119108049,4637.4150615066,6291.42451331494,7726.93990350131,8548.89220796803,8612.36109622632,10485.0587529535,10783.5323450908,11542.680766969,10568.1132857724,11024.7817894583,12707.8484539783,12950.0377223325,12259.9461201595,12562.2689620612,12405.3017558161,11664.9302692053,11778.8108666217,12848.2293673502,15606.4574351023,18138.4615851147,19256.3040321273,20785.3319010138,24199.2403248522,26470.6563683064,23190.1295432266,23666.4674204221,26171.6578776234,25133.2798220084,26143.5003332566,26368.3615158397,22619.6988407468,22446.1687503424,23670.0797144695,25290.3314474501,24906.4367271277,23955.3051582784,
Ecuador,ECU,455.462388766676,375.221304612462,315.688704017871,368.629583701342,440.560234208392,455.19781834632,449.920206994069,459.278798776653,450.999551509643,527.900353006021,471.630797240067,440.857157381467,495.535918152084,588.337065135571,970.012721968013,1105.42055513384,1264.91164115649,1493.33358291433,1572.40053068466,1821.04718012411,2238.21708351953,2660.61280130221,2369.95065693297,1988.78732313123,1912.43127079044,1891.56247890302,1648.01456016559,1464.49293591517,1337.88989520842,1390.21311402663,1489.52994603816,1622.20808790909,1688.50475223376,1727.75500331884,2026.11307662218,2132.90678274384,2155.51815039143,2356.36985737498,2293.88973536506,1578.93429773989,1445.27932442901,1894.61619585804,2172.1018772447,2425.85184175715,2691.27768473838,3002.13860439139,3328.88415626323,3567.83718649963,4249.01896979445,4231.61923466057,4633.59128443099,5200.55510783504,5682.04610814497,6056.33121253813,6377.09392877257,6124.49088707134,6060.09296156791,6213.50312736888,6295.93466163992,6222.52465327248,5600.38961495341,
"Egypt, Arab Rep.",EGY,,,,,,162.608472309905,168.963240415533,174.862609761112,180.410853702955,193.586049324478,233.013709543676,243.806822262497,257.588650807345,273.698607044358,244.747214941155,301.749428940909,337.774368889261,357.077947806179,358.847797016894,426.346523905474,500.355045249222,498.559115853626,607.281522777046,662.687288361304,708.195747618183,792.824041999649,815.248694949335,778.116887234728,655.067805530831,725.629802542776,765.642005459646,651.077547640745,713.452548255451,777.857735101984,849.452499105263,965.110869392024,1063.33304436484,1208.71991964238,1281.39691350876,1343.551962788,1450.47624243298,1378.20338333845,1191.10323854218,1102.46819936156,1062.15809193398,1186.39331322717,1397.43669004643,1667.3179980551,2044.52780415176,2331.26884011057,2645.96875877924,2791.81076592794,3229.6856303038,3262.65758647104,3379.55798627058,3562.93265798423,3519.8732398108,2444.29038718448,2537.12518504712,3019.09228346646,3569.20684121108,
Euro area,EMU,923.187341208548,1005.02227285536,1106.28613941102,1229.91039582711,1355.64582322702,1468.53626462288,1589.04233257536,1714.40285262691,1828.29517811043,2027.20817140196,2236.44689683638,2520.91231618907,3024.89888982197,3902.03754474221,4400.04465042454,5075.63025942435,5273.29663965514,5974.28948761466,7286.24341243687,8790.13672848324,9802.56541152058,8486.67608340113,8194.29909668927,7978.05226687467,7639.729049756,7833.79791134944,10966.9311395223,13527.1151850755,14827.4759453259,15081.0905519873,18893.0080303763,19552.1674547168,21471.7749859457,19567.2481210509,20595.1353090327,23695.3064473877,23913.5961473163,21810.2097660108,22381.0479846134,22212.6441755164,20165.9009325001,20433.1417306356,22109.0757969559,27135.1444593244,30950.4667553206,31937.7054596868,33768.5894544427,38668.5885436661,42184.6121400891,38429.89084473,37569.5793468438,40604.8174093228,37598.0096470192,39109.3084410981,39859.6820671892,34374.4936066099,35139.8235851443,37062.1403612769,40038.1871666259,39188.636538097,37967.8018660437,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.332003442771,208.999479930191,239.668086745938,262.230534786118,315.750682432318,312.724395014259,337.886592347593,307.909909177229,308.134186808579,316.823953429739,293.955672417246,334.585571541238,407.769076960812,388.595947483174,415.036030549833,439.8321033782,450.632398910533,595.109987185412,501.355316997143,642.508258796603,,,,,,,,,,
Spain,ESP,396.392253337614,450.053289246968,520.206131380005,609.487384056513,675.241639141208,774.761609330096,889.659872011529,968.306781765983,950.545740593734,1077.67869994591,1212.28932639401,1362.16552414021,1708.80862877366,2247.55337693219,2749.92466346596,3209.83744506281,3279.31267061507,3627.59066324096,4356.43922031196,5770.21461386463,6208.5780190814,5371.16643640984,5159.70864500142,4478.50028561471,4489.98893854814,4699.65576367274,6513.50328578924,8239.6138016479,9703.1238381095,10681.9712029257,13804.8767869937,14811.9028194881,16112.1889152156,13339.908563675,13415.2870010456,15471.962716535,16109.0843985284,14730.7971752046,15394.3514628249,15715.3322713275,14713.0657111519,15355.7031663439,17025.5319828692,21463.4426577449,24861.2827964413,26419.2968638221,28365.3134896346,32549.9709785513,35366.2596011983,32042.4740786617,30502.7197080776,31636.4463142558,28324.4293363918,29059.5479522321,29461.5503337389,25732.0183647454,26505.3432155204,28100.5862419453,30349.7520984361,29555.3156985079,27063.1939180299,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.38975345407,3380.92630243199,3682.95230146695,4093.39247738765,4140.93660232167,4070.60902410208,4505.85833233188,5341.62894677002,7203.52303786646,8914.10355674451,10412.6443137966,12639.4000677296,16744.5844516343,18204.9664786762,14711.7352728223,14663.0446126465,17464.9200795794,17404.2008024604,19050.5859209,20234.1174174704,17395.040616214,18282.9233927131,20387.2831474612,23052.3012559586,23397.1200148694,23027.0269956294,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,203.557000323439,208.342391325731,224.627400221574,205.62379289169,233.218696082903,234.682176355784,242.961545904477,243.735857696929,248.022745682516,254.243262202821,271.394373532612,204.050181513175,165.693228041524,125.549581258108,134.34296024645,145.16690126181,141.508619901766,125.076141078992,119.684076349153,124.460790874921,120.765783730897,111.927225125,119.49039595567,136.466250038215,162.43272862793,194.687432935553,244.286052292978,326.436822761984,380.569003212934,341.554122699663,354.4795719088,467.07787183328,499.531530164228,566.92640288853,640.541923075422,717.124869806118,768.523015429372,771.524866349431,855.760885186903,936.340461064749,
European Union,EUU,,,,,,,,,,,1879.07857716523,2113.3625655075,2533.09815093225,3257.78880666733,3666.504173326,4245.05325555471,4419.90355713151,4982.04147653453,6042.21354268309,7272.07177946374,8098.49847066424,7032.03699191676,6759.32429527802,6558.82827509266,6304.66946816825,6468.95980749641,9020.12803457589,11124.7421425573,12173.4732868573,12393.2278482998,15454.962986443,15972.3227870217,17510.4552660666,15933.2068851326,16835.6533395382,19464.9476497288,19750.7145228207,18089.0600955336,18616.2166812862,18477.3389670944,16910.404450808,17185.9603045442,18682.6494980978,22923.652910304,26266.1653756511,27335.7677628281,29072.6129290024,33554.4542307955,36920.8484996169,33369.3898475041,32943.0633147561,35716.1600317353,33160.5162594445,34569.6474537391,35245.8597320909,30474.4975505606,31168.4360442414,33023.7909043105,35737.3012495528,35083.8074854338,34148.9199001187,
Fragile and conflict affected situations,FCS,,,,,,,,,158.11621186203,171.956266930106,204.675630702233,202.450298744232,225.886624639011,269.945518209587,391.008494477711,427.705909799541,490.396496943607,525.509870270915,563.54446545529,693.561393974985,840.43208822665,1147.71840553469,1075.6316807595,892.850826056722,785.729737202323,798.482664163628,760.363457900736,771.497424061847,747.102762811706,681.42566903224,1023.14332756388,598.959677807727,587.87913617881,546.936157828071,534.109087706729,625.562787263763,642.269445802976,711.374015176803,704.054472719529,765.36075206494,875.753823097491,841.303320417297,797.804602647449,806.365667177777,989.175115190676,1208.95508735823,1453.2483368559,1730.69253557948,2155.11972465457,2005.83394399693,2296.70985914531,2042.12922337723,2249.29681631782,2281.14092688207,2414.41820651273,1878.71340766632,1656.73597085818,1657.34092532114,1770.23105809572,1828.64933768822,1622.21697567321,
Finland,FIN,1179.35301099994,1327.427224366,1411.70239818044,1522.3192420995,1707.50393824701,1882.08685764849,2010.21345619725,2034.18904965478,1907.07727217667,2178.03525044982,2465.64481862422,2716.19009222861,3177.64570093734,4173.17304749428,5297.60781739462,6255.54464076423,6739.69071253255,7069.10573825616,7628.81571424906,9332.24526383769,11223.937563528,10926.817966566,10938.122061411,10497.479996566,10833.8662886935,11398.1059531509,14951.0467852887,18571.0599253579,22047.7933222595,23973.2394840041,28364.6450765922,25484.7392935746,22319.059460246,17608.8123902264,20301.333085866,26271.5998141691,25783.4504878611,24691.8728133698,26009.2694886182,26177.3479836441,24285.4668205162,24946.1891891404,26869.6749036293,32855.1326287803,37702.8453762641,39040.2888825052,41188.0936997302,48414.8450929722,53554.0389224673,47293.9928335042,46459.9732548543,51081.9976703127,47710.7902169415,49878.0432444536,50260.2998588958,42784.6983616432,43784.2839622098,46297.4963459994,49964.4999098426,48628.641762105,48744.9881267787,
Fiji,FJI,285.474286146904,287.267055901963,291.473333502059,296.708316522231,310.812276585613,317.020325095875,316.129810339344,333.268205133243,334.612576030587,357.424383575632,422.387543772131,466.025348313778,583.318766139608,768.688514255934,987.923750046292,1186.67607914446,1182.09413442832,1202.63135510282,1360.78540071535,1640.55691144981,1892.87682180284,1898.01086362177,1786.85716655523,1638.38394085292,1681.70508371975,1603.21935409912,1795.37045820322,1631.958103313,1535.39919537492,1632.18784550202,1835.12305833583,1881.76179446326,2058.37960285946,2167.09545362845,2384.72645565724,2540.98087890806,2713.82776100346,2636.67216005055,2066.06885437086,2401.68642195355,2069.31745471458,2030.24635131517,2248.71419119053,2818.91392042135,3311.15989532504,3627.63285585254,3715.93265705693,4040.15211916504,4167.69493510221,3362.82049454372,3652.53593320954,4371.44738457557,4591.57701506207,4840.72726987242,5605.60914844185,5390.71420703085,5651.27272132772,6101.02388950081,6317.41372015123,6175.89065331713,5057.63191261761,
France,FRA,1334.68951190446,1428.04600063164,1578.28453778015,1744.64012289392,1909.54162026244,2038.16310215841,2186.4745917492,2343.10450260677,2536.08511406552,2752.09511423516,2857.25168156016,3169.03632305625,3854.55583517781,4969.76297758856,5328.24154765623,6690.57827024394,6866.81689245868,7532.52696003268,9264.77529285999,11179.6329016234,12713.3651661352,11104.9813384681,10496.9285544307,9993.42118219846,9419.69614346785,9763.32740402965,13540.2463694725,16302.4473755662,17679.996689009,17694.3093242315,21793.8355375183,21675.0649888267,23813.7122463577,22380.1077483221,23496.5201538685,26890.2176223614,26871.8312674776,24228.9463914211,24974.2738587988,24673.2030476111,22364.0293943406,22433.5549829528,24177.3355586498,29568.3887998673,33741.2619183406,34760.1850154731,36443.6263055433,41508.4326882318,45334.117956922,41575.4219609625,40638.3352541414,43790.7260166781,40874.7003927338,42592.9353850549,43011.2631028417,36638.184929157,37037.3741861219,38685.2584944953,41572.4850099629,40578.6442850534,39030.3603713482,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24035.289644611,24129.4128945849,22651.8619846698,24418.7032800532,26731.6585680004,31493.3191469308,35467.1754699443,36198.5437743045,41521.6750574783,47885.6988786829,50863.9537894054,47441.9159808872,48541.4011938484,52092.6033791385,49459.7172338372,54843.3192852206,59433.8345726758,52400.2972763835,56854.102653706,59993.0906266559,62918.1461936121,64225.2649049837,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,1320.84831948406,,,1276.50618856935,1296.8828138023,1355.67055140024,1437.34983308881,1528.49310516697,1682.54386053716,1756.65279229874,1909.51001434057,1909.83683863058,2060.49472264844,2017.65933284708,1904.8638831783,2022.74457978301,2042.70708645343,2171.88957683534,2248.49211533078,2265.94410756164,2295.86817833156,2253.1137454982,2358.1466999576,2406.11441152466,2458.65839413263,2541.26162493119,2721.97609035554,2885.30549185744,3009.25682468487,3131.38671463839,2994.79239440343,2971.51260191356,2906.61701228808,3014.70035839042,3289.64211697365,3568.291015625,3585.39244888455,3565.293294268,
Gabon,GAB,282.417179474671,331.435801780181,357.523761698303,298.470446191799,410.904083462192,424.620442943686,452.662826592225,490.103275636065,520.480421191048,550.72795882757,549.453817692395,635.501147268439,703.784271379178,1160.32181187666,2432.83617988535,3331.99431787372,4550.07419270187,4154.21946780711,3452.61555661113,4275.25736378107,5892.09928456065,5186.37714356455,4736.03389365688,4325.29785030481,4423.52050973431,4038.068544182,4004.03527499383,3755.47081739257,4267.80509393167,4532.15113926707,6268.91800765744,5536.9983725291,5578.03855532363,4252.06534768253,3963.87929654385,4570.57130354061,5116.19662519022,4667.19312084114,3831.78066770816,3888.87946722118,4135.99238007722,3993.03133624881,4141.43436559775,4933.46216999793,5739.61320363785,6891.36192038265,7221.36987650987,8458.3091787108,10254.1719573595,7721.01895290081,8849.32260799167,10809.6849503904,9813.50574650818,9683.58161951252,9663.42411002585,7384.70070393071,6984.41971208387,7230.43491161979,7959.00726736376,7766.99655422948,6881.71519231831,
United Kingdom,GBR,1397.5948032844,1472.38571407868,1525.77585271032,1613.45688373392,1748.2881176141,1873.56777435421,1986.74715869685,2058.78188198056,1951.75859587532,2100.66786858672,2347.54431773747,2649.80151387223,3030.43251411977,3426.27622050378,3665.8627976419,4299.74561799284,4138.16778761535,4681.43993173038,5976.93816899991,7804.76208051155,10032.062080015,9599.30622221965,9146.07735701852,8691.51881306514,8179.19444064991,8652.21654247593,10611.112210096,13118.586534629,15987.1680775688,16239.2821960944,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,23206.5685593776,24438.531169209,26742.9848472166,28269.322509823,28726.8572106345,28223.0675706515,27806.4488245133,30049.8963232066,34487.4675722539,40371.7108259838,42132.0907219815,44654.0969208924,50653.2569148306,47549.3486286006,38952.2110262455,39688.6149684498,42284.8844902996,42686.8000524926,43713.8141242308,47787.2412984884,45404.5677734722,41499.5557033073,40857.7555829627,43646.9519711493,43070.4983595888,41059.1688090547,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.64822649407,,,547.334893087623,519.857581188288,578.344609852583,689.05944138472,807.032285752352,851.52595816837,673.54343867503,749.908534993961,801.990413888373,853.516453713318,1010.0079801313,1305.04748557208,1642.76093756395,1996.05712927664,2635.35388202963,3324.73587905411,2822.66743023352,3233.29594347421,4021.74330617286,4421.81824228013,4623.74572473419,4739.18833846421,4014.18594419329,4062.16988757379,4357.00093554628,4722.78778321766,4697.98365238984,4266.69079450924,
Ghana,GHA,183.449589798303,190.218882959143,195.492397739104,211.064567779218,230.088779524821,265.323688785998,267.748224961421,214.832148179068,200.307093967715,230.287227006016,253.566621870168,269.368235183225,228.859732843471,259.701843708917,296.890023865613,281.40612646801,271.125578261918,306.809965032651,345.834422933824,372.060120787553,402.060707757631,372.077443492073,345.641333225008,337.163348168986,355.666703674849,352.352714371426,435.068187671321,374.470341506465,372.683979564575,365.889682671763,398.637081088931,433.773264764704,409.746389786379,370.419454924392,328.744526865007,379.987984916879,397.135754957028,384.7963283302,407.523237017857,410.334011559612,258.471039929679,269.014984764581,304.564635977066,367.821362113662,417.508066727662,492.54405617264,913.393849309942,1081.16631826269,1217.06443549146,1077.66205832571,1299.34521164062,1549.46271883345,1587.56093185809,2361.09032388366,2012.26424719728,1774.07477092508,1971.95693464599,2074.29073272269,2260.86056729337,2246.62557816432,2205.5290158584,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,354.421365033579,351.909045501736,398.546152799461,394.331142350975,419.809870822721,461.375312462986,489.07160407065,475.426316994835,477.762459236542,508.101516144618,518.365662598199,493.82216135084,456.491484139533,429.719692321206,363.482279266615,336.154020658897,343.602631207699,393.739689850048,407.300975937447,322.415540033465,453.403713310942,659.992930975674,715.096526700444,674.085482596146,672.424930359396,651.136113367998,717.050535937992,769.003166697833,787.238564407157,769.255475432822,732.291511901662,855.575270552124,955.111281136711,1058.14336817356,1194.03786469445,
"Gambia, The",GMB,,,,,,,106.413224524113,109.453715832487,93.8476904866439,100.101772717037,112.610650962067,116.561199765288,120.143504369715,148.174657143106,183.081764857947,213.306892087546,201.124878510292,239.433109984871,288.055777320372,335.804890876779,378.312989037587,332.680606319744,318.607862075407,304.837435369796,244.373342167364,298.660412324448,234.656286788678,265.491653208935,305.313617683872,310.299337281427,331.817740281771,695.410988509787,695.155371515626,711.726180956623,682.214156931891,696.449584292581,728.669071886674,669.401095968637,678.676178340413,637.939062861631,594.149388499649,505.421636114705,411.771893943142,335.906216950504,642.756218338464,665.720215700547,662.362877179135,780.381050920518,924.509874593614,833.28136036521,860.636433851486,762.763117720034,742.777628631243,700.516042152833,607.429904651813,660.723571244322,690.780493152792,679.75507172296,732.720727318856,772.045914215139,773.002070135524,
Guinea-Bissau,GNB,,,,,,,,,,,111.688838635488,109.332599907911,119.728208756074,119.776028358027,130.367560656341,142.281820343001,145.877856746918,148.978152007931,158.866702139161,153.006192038274,141.559351449963,194.924653563058,204.248798131936,197.03104547551,162.672154070606,164.941935311688,145.905480769443,190.45237989458,176.259391620752,223.471418461783,250.149441956581,257.789175646965,221.799165336982,227.023245321292,220.96042416003,233.243258739218,243.438295892826,237.130077323453,178.848364736587,190.672306188466,308.910318401872,319.957449358104,333.058579332506,372.056194872066,405.075118373342,436.475220248958,430.003940275091,493.721993219248,599.995237190988,559.414570857329,558.174668134758,703.66056725746,616.37566403413,634.662039138969,623.313091387687,603.399381547733,661.457838679603,738.549944890782,802.767385116156,749.453747028806,727.520171719562,
Equatorial Guinea,GNQ,,,34.7905813582671,40.7514713195802,46.9760523990492,234.344085087491,243.76909130671,247.844128685815,225.48656622988,221.137218045113,218.205537661039,217.321465999217,226.001347937563,292.459831279837,354.301452831364,407.710639966056,418.008097536264,429.416584389773,,,202.627448270724,138.939451699101,155.617478107206,144.196312060816,151.772906997258,176.415058814545,207.052649029051,243.737476994786,254.535533555273,217.072388432346,267.468072913182,256.226335758553,301.177108978134,294.07050485754,210.409543359359,285.552548185098,450.646002349081,824.551083073221,663.724751327361,1067.64395532303,1725.55758427978,2313.16593689273,2744.19148324865,3618.54447564811,6152.13123760173,10963.4063784924,12857.3688248227,15908.4111920336,22942.6101005186,16668.1216976014,17288.84259775,21641.6938980227,21711.1515946043,20390.737273789,19394.0806626191,11283.3980543871,9250.31649333951,9667.8578009346,10005.6167917268,8419.9333361253,7143.23870497146,
Greece,GRC,520.322744310383,590.780054812393,617.057757690519,695.228624389878,783.705880998279,899.281238912995,997.430467475556,1068.11455622703,1154.43853055613,1324.05898884761,1494.38798449137,1652.32595586747,1899.67578389335,2502.81474512238,2828.74855899504,3153.23577562809,3390.54497596312,3886.37445146759,4694.6337817198,5705.94937054811,5893.66189269128,5380.26761963211,5579.23461523759,5019.87877056877,4852.56566737719,4813.71120474694,5656.50533164528,6564.88442712193,7598.02800548468,7846.67812242278,9600.18523506603,10188.3697801238,11176.4584190614,10401.9830146096,11091.2838472779,12959.3242908115,13749.1151120679,13427.8325055002,13472.1376092623,13245.1894436119,12042.9537140472,12538.1788690276,14110.3133652111,18477.5783602862,21955.1041364941,22551.7357667365,24801.1577837357,28827.3263926878,31997.2820241039,29710.970232488,26690.6074159782,25450.5341194438,21914.2517286273,21781.5953472612,21587.9575508932,18076.6067552915,17911.7993774946,18536.1907178433,19747.3425837935,19133.7577636254,17622.5410033504,
Grenada,GRD,,,,,,,,,,,,,,,,,,792.454972735069,991.228073894508,1153.9605004596,1245.62468592233,1276.37036628285,1346.85811536314,1372.6676965447,1477.91565867191,1678.0732462776,1872.4686083726,2162.53024520623,2408.71454766019,2757.88843954754,2886.99820366833,3117.88983111369,3192.2319083217,3153.81828272477,3272.55337273959,3411.9669596805,3632.67867731101,3861.39782205433,4370.61831736562,4705.79006307169,5056.97725886957,5041.01223518709,5213.79564944542,5682.70537780071,5741.65365795136,6645.98554869724,6658.22358599046,7212.98681909237,7832.34908101916,7290.83493771026,7258.16656084855,7291.74166956273,7444.08907474276,7789.63235505594,8370.04047206067,9096.53865246322,9628.2591689029,10152.8328118872,10466.8822111958,10827.4352905074,9261.55187617696,
Greenland,GRL,,,,,,,,,,,1498.27643678161,1876.50323874687,2196.71171134534,2860.28057640115,3432.70603291276,4257.949711754,4844.67632927424,5713.95491904992,7235.54974098321,8480.69482681448,9483.17307607343,8544.05832861263,7813.69066733532,7988.170958612,7198.70224749384,7760.82840448295,11271.3214290252,14554.3875384826,16398.0110939363,16813.6839491482,18326.8051234609,18315.1963031585,18768.9301437197,16797.4588562842,18123.9630348205,21665.7018983672,21422.3575434047,19145.4960362523,20496.661371851,20170.4384160027,19004.1072910304,19275.4733376066,20652.8783287878,27459.7627839484,32023.4522076237,32489.7819085278,35458.1231210482,39780.9514445753,44367.0556497873,44918.5648770756,43988.3324931946,47186.9814680048,45936.7659516989,47535.5899453685,50484.9275739023,44536.4013080999,48181.874188064,50765.6956477233,54270.8223055238,53041.303310196,,
Guatemala,GTM,252.756171165062,253.227290034998,261.179133806117,280.096636444858,279.930464500156,278.828138481721,283.192724592174,287.968047136813,310.661745203358,322.437529369749,349.024975633327,355.090371107723,367.118881140873,438.544851160696,527.417696811971,594.651803552057,696.222015275002,854.636643380983,925.12574446591,1027.08369602514,1143.44040197691,1217.26402049105,1200.24923382046,1212.71655867236,1234.7026407121,1233.08094396302,892.292906492455,850.218512067165,915.398065335962,955.113460863361,845.306962105181,1011.75496628105,1093.96290835701,1164.374025081,1293.47019794619,1424.68254256258,1487.60765839974,1649.00160206099,1755.84958223191,1619.51073552531,1664.29895827045,1550.36036555447,1682.99450068936,1737.87928692973,1859.098363351,2068.50012859333,2251.08796275499,2490.74912665208,2802.46196190125,2651.81712283814,2852.54732650116,3228.0457411296,3355.03691881272,3522.77370621475,3779.64233613025,3994.63691288475,4173.30166619474,4454.04814983548,4478.42464550944,4638.63494319511,4603.33961670975,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21594.0396887506,22628.278691123,24472.7820157628,26596.2147898438,26713.0583867531,27680.5499597099,29288.7818557946,30320.538585209,31040.0842955613,31210.4702861795,32908.3067691731,33656.4535735436,34843.2055749129,35829.2503598989,36214.0069224538,36601.9198811792,36556.6749110213,38040.5869870588,34624.3401290414,
